districtname	schoolname	studentgroup	currstatus_ela	currstatus_math
district_2	NA	AA	18.3	-5.8
district_2	NA	AI	47.2	69.3
district_2	NA	ALL	80.2	94.1
district_2	NA	AS	91.7	112.1
district_2	NA	EL	25	50.3
district_2	NA	ELO	-59.3	-14.2
district_2	NA	EO	79.7	85.2
district_2	NA	FI	39.5	31.9
district_2	NA	FOS	NA	NA
district_2	NA	HI	-18.3	-41.1
district_2	NA	HOM	NA	NA
district_2	NA	MR	63.5	68.9
district_2	NA	PI	37.7	15.1
district_2	NA	RFP	56.1	74.2
district_2	NA	SED	-17.9	-29.6
district_2	NA	SWD	-14.1	-16.2
district_2	NA	WH	64.4	62.9
district_2	school_25	AA	NA	NA
district_2	school_25	AI	NA	NA
district_2	school_25	ALL	90.3	121.6
district_2	school_25	AS	93.8	128.2
district_2	school_25	EL	9.7	61.6
district_2	school_25	ELO	-49.5	11
district_2	school_25	EO	95.5	116.4
district_2	school_25	FI	48.2	33.6
district_2	school_25	FOS	NA	NA
district_2	school_25	HI	11.7	-4
district_2	school_25	HOM	NA	NA
district_2	school_25	MR	66.6	97.6
district_2	school_25	PI	NA	NA
district_2	school_25	RFP	51.5	97.9
district_2	school_25	SED	37.6	29.5
district_2	school_25	SWD	-9.1	-6.7
district_2	school_25	WH	82.7	99.2
district_2	school_10	AA	NA	NA
district_2	school_10	ALL	72.4	85.3
district_2	school_10	AS	82	98.1
district_2	school_10	EL	24.8	46.4
district_2	school_10	ELO	-88.7	-39.3
district_2	school_10	EO	72.4	81.1
district_2	school_10	FI	NA	NA
district_2	school_10	HI	-44.6	-71.1
district_2	school_10	MR	44.5	55.1
district_2	school_10	RFP	68.3	80.4
district_2	school_10	SED	-61.5	-72.3
district_2	school_10	SWD	-72.5	-60.7
district_2	school_10	WH	56.9	49.1
district_2	school_13	AA	NA	NA
district_2	school_13	ALL	0.9	16.9
district_2	school_13	AS	21.7	51.1
district_2	school_13	EL	-20	9
district_2	school_13	ELO	-109.7	-62.2
district_2	school_13	EO	4.7	-3.3
district_2	school_13	FI	NA	NA
district_2	school_13	FOS	NA	NA
district_2	school_13	HI	-83.3	-74.1
district_2	school_13	MR	NA	NA
district_2	school_13	PI	NA	NA
district_2	school_13	RFP	24	43.9
district_2	school_13	SED	-76.6	-61.5
district_2	school_13	SWD	-73.8	-66.2
district_2	school_13	WH	40	44.6
district_2	school_16	ALL	85.8	92.6
district_2	school_16	AS	89.6	96.8
district_2	school_16	EL	33.3	60.9
district_2	school_16	ELO	-54.1	11.6
district_2	school_16	EO	87.4	95.3
district_2	school_16	FI	NA	NA
district_2	school_16	HI	NA	NA
district_2	school_16	MR	NA	NA
district_2	school_16	PI	NA	NA
district_2	school_16	RFP	70.7	82.1
district_2	school_16	SED	-6.7	-13.6
district_2	school_16	SWD	-35.3	-17
district_2	school_16	WH	75.2	68.3
district_2	school_01	AA	8.8	-15.5
district_2	school_01	AI	NA	NA
district_2	school_01	ALL	78.5	87.2
district_2	school_01	AS	98.8	119.4
district_2	school_01	EL	7.9	22.2
district_2	school_01	ELO	-45.7	-19.7
district_2	school_01	EO	82.3	85.9
district_2	school_01	FI	47.3	35.8
district_2	school_01	HI	-3.4	-38
district_2	school_01	HOM	NA	NA
district_2	school_01	MR	70.5	66.5
district_2	school_01	PI	NA	NA
district_2	school_01	RFP	47.2	52.9
district_2	school_01	SED	-22.7	-44.4
district_2	school_01	SWD	-33.4	-58.7
district_2	school_01	WH	69.4	72.4
district_2	school_03	AA	NA	NA
district_2	school_03	AI	NA	NA
district_2	school_03	ALL	56.6	57.4
district_2	school_03	AS	62.7	73
district_2	school_03	EL	18.3	38.4
district_2	school_03	ELO	-55.5	-8.1
district_2	school_03	EO	64.5	46.9
district_2	school_03	FI	NA	NA
district_2	school_03	HI	-6.2	-24.3
district_2	school_03	MR	NA	NA
district_2	school_03	RFP	53	60.1
district_2	school_03	SED	-37.9	-56.8
district_2	school_03	SWD	-30.4	-45.9
district_2	school_03	WH	67.5	38.1
district_2	school_04	AA	NA	NA
district_2	school_04	AI	NA	NA
district_2	school_04	ALL	69.3	66.7
district_2	school_04	AS	87.3	93
district_2	school_04	EL	49.7	60.9
district_2	school_04	ELO	-36.5	-33.8
district_2	school_04	EO	58.4	44.9
district_2	school_04	FI	NA	NA
district_2	school_04	FOS	NA	NA
district_2	school_04	HI	-36.2	-40.9
district_2	school_04	MR	28.6	18.9
district_2	school_04	PI	NA	NA
district_2	school_04	RFP	64.1	76.7
district_2	school_04	SED	-24.6	-37.9
district_2	school_04	SWD	2.3	-7.1
district_2	school_04	WH	74.1	50.6
district_2	school_24	ALL	73.4	88.2
district_2	school_24	AS	77.4	93.4
district_2	school_24	EL	31.7	65.5
district_2	school_24	ELO	-24.6	38.9
district_2	school_24	EO	79.9	84.1
district_2	school_24	FI	NA	NA
district_2	school_24	HI	NA	NA
district_2	school_24	MR	NA	NA
district_2	school_24	RFP	56.4	77.5
district_2	school_24	SED	-10.1	-3.2
district_2	school_24	SWD	-16.5	14.9
district_2	school_24	WH	32.4	44.1
district_2	school_05	AA	NA	NA
district_2	school_05	AI	NA	NA
district_2	school_05	ALL	105	135.8
district_2	school_05	AS	110.8	145.4
district_2	school_05	EL	13.8	69.6
district_2	school_05	ELO	-72.6	0.9
district_2	school_05	EO	98	118.2
district_2	school_05	FI	NA	NA
district_2	school_05	HI	15.7	20.4
district_2	school_05	MR	58.9	82.4
district_2	school_05	PI	NA	NA
district_2	school_05	RFP	51.1	99.2
district_2	school_05	SED	23.3	20.9
district_2	school_05	SWD	22.2	31.6
district_2	school_05	WH	74.3	73.1
district_2	school_11	AA	NA	NA
district_2	school_11	AI	NA	NA
district_2	school_11	ALL	94.2	122.3
district_2	school_11	AS	99.7	133.3
district_2	school_11	EL	16.2	64.2
district_2	school_11	ELO	-51.3	38.8
district_2	school_11	EO	94.8	115
district_2	school_11	FI	NA	NA
district_2	school_11	HI	19.7	-15.3
district_2	school_11	MR	81.2	97.7
district_2	school_11	PI	NA	NA
district_2	school_11	RFP	52.7	78
district_2	school_11	SED	67.2	83.5
district_2	school_11	SWD	2.2	15.6
district_2	school_11	WH	74.6	83.5
district_2	school_21	AA	NA	NA
district_2	school_21	ALL	70	89.3
district_2	school_21	AS	86.3	111.5
district_2	school_21	EL	54.3	92
district_2	school_21	ELO	NA	NA
district_2	school_21	EO	49.7	62.3
district_2	school_21	HI	NA	NA
district_2	school_21	MR	NA	NA
district_2	school_21	RFP	73.5	109
district_2	school_21	SED	NA	NA
district_2	school_21	SWD	3.8	3.9
district_2	school_21	WH	50.1	47.1
district_2	school_15	AA	NA	NA
district_2	school_15	ALL	75.2	74
district_2	school_15	AS	89.6	90.6
district_2	school_15	EL	31.1	44.5
district_2	school_15	ELO	NA	NA
district_2	school_15	EO	75.4	66
district_2	school_15	FI	NA	NA
district_2	school_15	HI	NA	NA
district_2	school_15	MR	NA	NA
district_2	school_15	RFP	65.3	78.1
district_2	school_15	SED	NA	NA
district_2	school_15	SWD	29.8	32.1
district_2	school_15	WH	54.3	54.5
district_2	school_17	AA	NA	NA
district_2	school_17	AI	NA	NA
district_2	school_17	ALL	75	82.6
district_2	school_17	AS	84.2	95.3
district_2	school_17	EL	44	63.4
district_2	school_17	ELO	-69.9	-21.9
district_2	school_17	EO	67.9	73.3
district_2	school_17	FI	NA	NA
district_2	school_17	HI	NA	NA
district_2	school_17	HOM	NA	NA
district_2	school_17	MR	74.8	61.1
district_2	school_17	RFP	65.3	79.5
district_2	school_17	SED	NA	NA
district_2	school_17	SWD	3.5	24.2
district_2	school_17	WH	30.2	26.7
district_2	school_06	AA	NA	NA
district_2	school_06	AI	NA	NA
district_2	school_06	ALL	77.7	81
district_2	school_06	AS	89.3	93.5
district_2	school_06	EL	44	62.6
district_2	school_06	ELO	-25.9	16.2
district_2	school_06	EO	76.5	75.5
district_2	school_06	FI	NA	NA
district_2	school_06	FOS	NA	NA
district_2	school_06	HI	-9.9	-12.6
district_2	school_06	HOM	NA	NA
district_2	school_06	MR	66.4	86.7
district_2	school_06	RFP	61	73.9
district_2	school_06	SED	-39.4	-20.7
district_2	school_06	SWD	-1.3	9.3
district_2	school_06	WH	66.2	67.5
district_2	school_02	AA	NA	NA
district_2	school_02	ALL	18.1	20
district_2	school_02	AS	43.7	57.1
district_2	school_02	EL	-15.9	-4.5
district_2	school_02	ELO	-116.3	-101.9
district_2	school_02	EO	15	7
district_2	school_02	FI	NA	NA
district_2	school_02	HI	-47.5	-70
district_2	school_02	MR	NA	NA
district_2	school_02	RFP	19.4	31
district_2	school_02	SED	-42.1	-50.3
district_2	school_02	SWD	-49.8	-50.9
district_2	school_02	WH	15.7	11.5
district_2	school_12	AI	NA	NA
district_2	school_12	ALL	64.6	70.1
district_2	school_12	AS	80.5	98.4
district_2	school_12	EL	39.9	77.6
district_2	school_12	ELO	NA	NA
district_2	school_12	EO	57.1	61.1
district_2	school_12	FI	NA	NA
district_2	school_12	HI	2.1	6
district_2	school_12	MR	71.3	59.3
district_2	school_12	RFP	68	94.6
district_2	school_12	SED	NA	NA
district_2	school_12	SWD	-21	-3.2
district_2	school_12	WH	62.9	58.7
district_2	school_18	AA	NA	NA
district_2	school_18	ALL	93.5	103
district_2	school_18	AS	94.2	105.7
district_2	school_18	EL	71.2	91.1
district_2	school_18	ELO	NA	NA
district_2	school_18	EO	82.1	86.9
district_2	school_18	HI	NA	NA
district_2	school_18	MR	NA	NA
district_2	school_18	RFP	78.3	93.7
district_2	school_18	SED	NA	NA
district_2	school_18	SWD	NA	NA
district_2	school_18	WH	NA	NA
district_2	school_19	AA	NA	NA
district_2	school_19	ALL	97.5	102.2
district_2	school_19	AS	97.9	103.5
district_2	school_19	EL	62.4	97.8
district_2	school_19	ELO	NA	NA
district_2	school_19	EO	103.5	92.8
district_2	school_19	HI	NA	NA
district_2	school_19	MR	NA	NA
district_2	school_19	RFP	63.6	99.6
district_2	school_19	SED	NA	NA
district_2	school_19	SWD	23.6	47.8
district_2	school_19	WH	NA	NA
district_2	school_08	AA	NA	NA
district_2	school_08	ALL	75.3	86
district_2	school_08	AS	77.6	92.3
district_2	school_08	EL	42.6	72.9
district_2	school_08	ELO	-47	28.8
district_2	school_08	EO	71.7	71.3
district_2	school_08	FOS	NA	NA
district_2	school_08	HI	NA	NA
district_2	school_08	MR	77	87.1
district_2	school_08	PI	NA	NA
district_2	school_08	RFP	57.8	80
district_2	school_08	SED	-21.4	-15.8
district_2	school_08	SWD	-22.8	18.1
district_2	school_08	WH	77.7	59.9
district_2	school_14	AA	NA	NA
district_2	school_14	ALL	94.6	96.6
district_2	school_14	AS	102.7	105
district_2	school_14	EL	36.8	60.3
district_2	school_14	ELO	-90.3	-47.9
district_2	school_14	EO	103.9	102.8
district_2	school_14	FI	NA	NA
district_2	school_14	FOS	NA	NA
district_2	school_14	HI	-3.5	-7
district_2	school_14	MR	97.6	106.1
district_2	school_14	RFP	84.9	101.2
district_2	school_14	SED	NA	NA
district_2	school_14	SWD	-2.5	1.3
district_2	school_14	WH	72.1	80.4
district_2	school_23	ALL	62.5	82.9
district_2	school_23	AS	71.9	92.2
district_2	school_23	EL	23.9	63
district_2	school_23	ELO	-43.4	33
district_2	school_23	EO	61.6	76.2
district_2	school_23	FI	NA	NA
district_2	school_23	HI	30.2	35.5
district_2	school_23	MR	39.2	72.7
district_2	school_23	RFP	40.4	70.3
district_2	school_23	SED	NA	NA
district_2	school_23	SWD	-16.4	-4.2
district_2	school_23	WH	45.9	61.2
district_2	school_07	AA	12.3	-46.4
district_2	school_07	ALL	67.6	67
district_2	school_07	AS	85.3	103.2
district_2	school_07	EL	14.9	23.9
district_2	school_07	ELO	-44.7	-27.3
district_2	school_07	EO	62.6	43.7
district_2	school_07	FI	42.9	24.5
district_2	school_07	FOS	NA	NA
district_2	school_07	HI	-12.5	-74.5
district_2	school_07	MR	36.8	19.3
district_2	school_07	PI	NA	NA
district_2	school_07	RFP	52.3	55.9
district_2	school_07	SED	-11.9	-66.8
district_2	school_07	SWD	-25	-70.3
district_2	school_07	WH	64.3	41.5
district_2	school_09	AA	NA	NA
district_2	school_09	ALL	70.7	71.6
district_2	school_09	AS	86.6	88.5
district_2	school_09	EL	39.1	51.3
district_2	school_09	ELO	-36.3	4.6
district_2	school_09	EO	68.1	65.3
district_2	school_09	FI	NA	NA
district_2	school_09	HI	NA	NA
district_2	school_09	MR	83.6	89.3
district_2	school_09	PI	NA	NA
district_2	school_09	RFP	61.9	65.4
district_2	school_09	SED	NA	NA
district_2	school_09	SWD	8.6	8
district_2	school_09	WH	53	50.1
district_2	school_22	ALL	104.7	103.9
district_2	school_22	AS	105.5	104.6
district_2	school_22	EL	66.8	78.6
district_2	school_22	ELO	NA	NA
district_2	school_22	EO	102	104.5
district_2	school_22	MR	NA	NA
district_2	school_22	RFP	72	82.9
district_2	school_22	SED	NA	NA
district_2	school_22	SWD	58.9	50.6
district_2	school_22	WH	NA	NA
district_2	school_20	AA	NA	NA
district_2	school_20	ALL	82.9	89.6
district_2	school_20	AS	89.9	98.6
district_2	school_20	EL	56.4	70.1
district_2	school_20	ELO	NA	NA
district_2	school_20	EO	72.9	77.4
district_2	school_20	FI	NA	NA
district_2	school_20	HI	NA	NA
district_2	school_20	MR	NA	NA
district_2	school_20	RFP	82.7	95.7
district_2	school_20	SED	NA	NA
district_2	school_20	SWD	NA	NA
district_2	school_20	WH	52.5	39.1
